query	code	rev	size	ac	org	taxid	NCBI_DNA	NCBI_AA	ip	pfam
A3U8X6	A3U8X6_9FLAO	Unreviewed	219	A3U8X6	Croceibacter atlanticus HTCC2559.	216432	CP002046	EAP86262.1	IPR011078	PF01168
A3XRM0	A3XRM0_LEEBM	Unreviewed	219	A3XRM0	Leeuwenhoekiella blandensis MED217.	398720	AANC01000013	EAQ47802.1	IPR011078	PF01168
B1B980	B1B980_CLOBO	Unreviewed	223	B1B980	Clostridium botulinum C str. Eklund.	445337	ABDQ01000003	EDS77903.1	IPR011078	PF01168
A5N7F3	A5N7F3_CLOK5	Unreviewed	222	A5N7F3	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680).	431943	CP000673	EDK33234.1	IPR011078	PF01168
B9L9Q3	B9L9Q3_NAUPA	Unreviewed	219	B9L9Q3	Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH).	598659	CP001279	ACM93595.1	IPR011078	PF01168
B9E0W6	B9E0W6_CLOK1	Unreviewed	222	B9E0W6	Clostridium kluyveri (strain NBRC 12016).	583346	AP009049	BAH06141.1	IPR011078	PF01168
A3IH74	A3IH74_9CHRO	Unreviewed	218	A3IH74	Cyanothece sp. CCY0110.	391612	AAXW01000001	EAZ94316.1	IPR011078	PF01168
A6DCI0	A6DCI0_9PROT	Unreviewed	222	A6DCI0	Caminibacter mediatlanticus TB-2.	391592	ABCJ01000003	EDM23837.1	IPR011078	PF01168
C4D5B0										
C3KVA1	C3KVA1_CLOB6	Unreviewed	223	C3KVA1	Clostridium botulinum (strain 657 / Type Ba4).	515621	CP001083	ACQ51722.1	IPR011078	PF01168
B1IKS1	B1IKS1_CLOBK	Unreviewed	223	B1IKS1	Clostridium botulinum (strain Okra / Type B1).	498213	CP000939	ACA45825.1	IPR011078	PF01168
C1FMF7	C1FMF7_CLOBJ	Unreviewed	223	C1FMF7	Clostridium botulinum (strain Kyoto / Type A2).	536232	CP001581	ACO84018.1	IPR011078	PF01168
B1QJE3	B1QJE3_CLOBO	Unreviewed	223	B1QJE3	Clostridium botulinum Bf.	445336	ABDP01000005	EDT86246.1	IPR011078	PF01168
A5I1U4	A5I1U4_CLOBH	Unreviewed	223	A5I1U4	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A).	441771	AM412317	CAL83008.1	IPR011078	PF01168
Q1IYG3	Q1IYG3_DEIGD	Unreviewed	219	Q1IYG3	Deinococcus geothermalis (strain DSM 11300).	319795	CP000359	ABF45721.1	IPR011078	PF01168
O24748	Y2153_CORGL	Reviewed	221	O24748	Corynebacterium glutamicum (Brevibacterium flavum).	1718	BX927154	CAF20493.1	IPR011078	PF01168
A7GDF3	A7GDF3_CLOBL	Unreviewed	223	A7GDF3	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F).	441772	CP000728	ABS41929.1	IPR011078	PF01168
A5FEA8	A5FEA8_FLAJ1	Unreviewed	219	A5FEA8	(Cytophaga johnsonae).	376686	CP000685	ABQ06463.1	IPR011078	PF01168
B1QCS7	B1QCS7_CLOBO	Unreviewed	223	B1QCS7	Clostridium botulinum NCTC 2916.	445335	ABDO02000005	EDT81147.1	IPR011078	PF01168
A6H0V5	A6H0V5_FLAPJ	Unreviewed	219	A6H0V5	Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511).	402612	AM398681	CAL43979.1	IPR011078	PF01168
A7FQ30	A7FQ30_CLOB1	Unreviewed	223	A7FQ30	Clostridium botulinum (strain ATCC 19397 / Type A).	441770	CP000726	ABS33250.1	IPR011078	PF01168
B6W851	B6W851_9FIRM	Unreviewed	224	B6W851	Anaerococcus hydrogenalis DSM 7454.	561177	ABXA01000019	EEB36450.1	IPR011078	PF01168
B1L175	B1L175_CLOBM	Unreviewed	223	B1L175	Clostridium botulinum (strain Loch Maree / Type A3).	498214	CP000962	ACA55827.1	IPR011078	PF01168
Q9KX19	Q9KX19_CORGL	Unreviewed	221	Q9KX19	Corynebacterium glutamicum (Brevibacterium flavum).	1718	Y08964	CAB66326.1	IPR011078	PF01168
A2U2H2	A2U2H2_9FLAO	Unreviewed	222	A2U2H2	Polaribacter sp. MED152.	313598	CH902588	EAQ41347.1	IPR011078	PF01168
A7V9U1	A7V9U1_BACUN	Unreviewed	221	A7V9U1	Bacteroides uniformis ATCC 8492.	411479	AAYH02000049	EDO51818.1	IPR011078	PF01168
C2MEC2	C2MEC2_9PORP	Unreviewed	221	C2MEC2	Porphyromonas uenonis 60-3.	596327	ACLR01000232	EEK15905.1	IPR011078	PF01168
Q31LH9	Q31LH9_SYNE7	Unreviewed	221	Q31LH9	Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2).	1140	CP000100	ABB58090.1	IPR011078	PF01168
Q5N0E7	Q5N0E7_SYNP6	Unreviewed	221	Q5N0E7	(Anacystis nidulans).	269084	AP008231	BAD80223.1	IPR011078	PF01168
B0NML5	B0NML5_BACSE	Unreviewed	222	B0NML5	Bacteroides stercoris ATCC 43183.	449673	ABFZ02000016	EDS16566.1	IPR011078	PF01168
A4C087	A4C087_9FLAO	Unreviewed	224	A4C087	Polaribacter irgensii 23-P.	313594	AAOG01000002	EAR12830.1	IPR011078	PF01168
C3R735	C3R735_9BACE	Unreviewed	222	C3R735	Bacteroides dorei 5_1_36/D4.	556260	EQ999644	EEO44844.1	IPR011078	PF01168
B3CB58	B3CB58_9BACE	Unreviewed	222	B3CB58	Bacteroides intestinalis DSM 17393.	471870	ABJL02000008	EDV04310.1	IPR011078	PF01168
B7AH15	B7AH15_9BACE	Unreviewed	222	B7AH15	Bacteroides eggerthii DSM 20697.	483216	ABVO01000027	EEC53942.1	IPR011078	PF01168
A6L707	A6L707_BACV8	Unreviewed	222	A6L707	Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / NCTC 11154).	435590	CP000139	ABR41471.1	IPR011078	PF01168
B6VUL1	B6VUL1_9BACE	Unreviewed	222	B6VUL1	Bacteroides dorei DSM 17855.	483217	ABWZ01000016	EEB26526.1	IPR011078	PF01168
A7AKH8	A7AKH8_9PORP	Unreviewed	222	A7AKH8	Parabacteroides merdae ATCC 43184.	411477	AAXE02000112	EDN84500.1	IPR011078	PF01168
A6L9F6	A6L9F6_PARD8	Unreviewed	222	A6L9F6	11152).	435591	CP000140	ABR42320.1	IPR011078	PF01168
C3QLV2	C3QLV2_9BACE	Unreviewed	222	CRC64	Bacteroides sp. D1.	556258	EQ973267	EEO52936.1	IPR011078	PF01168
Q8A842	Q8A842_BACTN	Unreviewed	224	Q8A842	Bacteroides thetaiotaomicron.	818	AE015928	AAO76439.1	IPR011078	PF01168
A5ZI38	A5ZI38_9BACE	Unreviewed	222	A5ZI38	Bacteroides caccae ATCC 43185.	411901	AAVM02000005	EDM20393.1	IPR011078	PF01168
A7LS13	A7LS13_BACOV	Unreviewed	222	A7LS13	Bacteroides ovatus ATCC 8483.	411476	AAXF02000035	EDO13700.1	IPR011078	PF01168
C3PUX8	C3PUX8_9BACE	Unreviewed	222	C3PUX8	Bacteroides sp. 9_1_42FAA.	457395	EQ973125	EEO59127.1	IPR011078	PF01168
C4BPR8										
C3R1P5	C3R1P5_9BACE	Unreviewed	222	C3R1P5	Bacteroides sp. 2_2_4.	469590	EQ973369	EEO58129.1	IPR011078	PF01168
A5IS74	A5IS74_STAA9	Unreviewed	222	A5IS74	Staphylococcus aureus (strain JH9).	359786	CP000703	ABQ49047.1	IPR011078	PF01168
Q2FHP9	Q2FHP9_STAA3	Unreviewed	222	Q2FHP9	Staphylococcus aureus (strain USA300).	367830	CP000255	ABD21390.1	IPR011078	PF01168
C2FUF8	C2FUF8_9SPHI	Unreviewed	229	C2FUF8	Sphingobacterium spiritivorum ATCC 33300.	525372	ACHB01000022	EEI93427.1	IPR011078	PF01168
Q2FZ87	Q2FZ87_STAA8	Unreviewed	222	Q2FZ87	Staphylococcus aureus (strain NCTC 8325).	93061	CP000253	ABD30262.1	IPR011078	PF01168
A6U108	A6U108_STAA2	Unreviewed	222	A6U108	Staphylococcus aureus (strain JH1).	359787	CP000736	ABR52126.1	IPR011078	PF01168
C2A468										
A8AW19	A8AW19_STRGC	Unreviewed	223	A8AW19	V288).	29390	CP000725	ABV09901.1	IPR011078	PF01168
A1ZED5	A1ZED5_9BACT	Unreviewed	226	A1ZED5	Microscilla marina ATCC 23134.	313606	AAWS01000003	EAY31443.1	IPR011078	PF01168
A0PA76	A0PA76_PORGI	Unreviewed	224	A0PA76	Porphyromonas gingivalis (Bacteroides gingivalis).	837	AB261608	BAF37085.1	IPR011078	PF01168
Q392F1	Q392F1_BURS3	Unreviewed	359	Q392F1	/ NCIB 9086 / R18194)).	269483	CP000152	ABB12665.1	IPR001608	PF01168
Q89A48	Y497_BUCBP	Reviewed	223	Q89A48	Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp).	224915	AE016826	AAO27202.1	IPR011078	PF01168
B2RH49	B2RH49_PORG3	Unreviewed	224	B2RH49	Porphyromonas gingivalis (strain ATCC 33277 / DSM 20709 / JCM 12257).	431947	AP009380	BAG32694.1	IPR011078	PF01168
Q0AYD6	Q0AYD6_SYNWW	Unreviewed	225	Q0AYD6	Syntrophomonas wolfei subsp. wolfei (strain Goettingen).	335541	CP000448	ABI68268.1	IPR011078	PF01168
A6Q2V0	A6Q2V0_NITSB	Unreviewed	225	A6Q2V0	Nitratiruptor sp. (strain SB155-2).	387092	AP009178	BAF69809.1	IPR011078	PF01168
Q7WC83	Q7WC83_BORPA	Unreviewed	361	Q7WC83	Bordetella parapertussis.	519	BX640424	CAE36028.1	IPR001608	PF01168
A1R442	A1R442_ARTAT	Unreviewed	390	A1R442	Arthrobacter aurescens (strain TC1).	290340	CP000474	ABM09394.1	IPR020622	PF01168
B1GYK9	B1GYK9_UNCTG	Unreviewed	231	B1GYK9	Uncultured termite group 1 bacterium phylotype Rs-D17.	471821	AP009510	BAG14102.1	IPR011078	PF01168
Q2U3M3	Q2U3M3_ASPOR	Unreviewed	343	Q2U3M3	Aspergillus oryzae.	5062	AP007167	BAE63842.1	IPR001608	PF01168
C0QT90	C0QT90_PERMH	Unreviewed	228	C0QT90	Persephonella marina (strain DSM 14350 / EX-H1).	123214	CP001230	ACO04752.1	IPR011078	PF01168
B4SD19	B4SD19_PELPB	Unreviewed	229	B4SD19	Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1).	324925	CP001110	ACF44278.1	IPR011078	PF01168
A7K5L5	A7K5L5_VIBSE	Unreviewed	233	A7K5L5	Vibrio sp. (strain Ex25).	150340	DS267848	EDN56125.1	IPR011078	PF01168
C4K3U3	C4K3U3_HAMD5	Unreviewed	239	C4K3U3	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT).	572265	CP001277	ACQ67236.1	IPR011078	PF01168
Q7MHJ5	Q7MHJ5_VIBVY	Unreviewed	236	Q7MHJ5	Vibrio vulnificus (strain YJ016).	196600	BA000037	BAC95638.1	IPR011078	PF01168
A8TBJ6	A8TBJ6_9VIBR	Unreviewed	236	A8TBJ6	Vibrio sp. AND4.	314289	ABGR01000044	EDP57324.1	IPR011078	PF01168
Q8DCB4	Q8DCB4_VIBVU	Unreviewed	236	Q8DCB4	Vibrio vulnificus.	672	AE016795	AAO09951.1	IPR011078	PF01168
B8C1E5	B8C1E5_THAPS	Unreviewed	388	B8C1E5	Thalassiosira pseudonana (Marine diatom).	35128	CM000641	EED92764.1	IPR020622	PF01168
Q30BD2	Q30BD2_9PAST	Unreviewed	63	Q30BD2	Aggregatibacter segnis.	739	DQ223271	ABB17982.1	IPR011078	PF01168
B0ADR2	B0ADR2_9CLOT	Unreviewed	71	B0ADR2	Clostridium bartlettii DSM 16795.	445973	ABEZ02000022	EDQ95408.1	IPR011078	PF01168
A0BSC6	A0BSC6_PARTE	Unreviewed	185	A0BSC6	Paramecium tetraurelia.	5888	CT868013	CAK61443.1	IPR001608	PF01168
Q7P2A3	Q7P2A3_FUSNV	Unreviewed	122	Q7P2A3	Fusobacterium nucleatum subsp. vincentii ATCC 49256.	209882	AABF01000176	EAA23250.1	IPR011078	PF01168
C4FI75	C4FI75_9AQUI	Unreviewed	311	C4FI75	Sulfurihydrogenibium yellowstonense SS-5.	432331	ABZS01000015	EEP61228.1	IPR001608	PF01168
A8V2F8	A8V2F8_9AQUI	Unreviewed	181	A8V2F8	Hydrogenivirga sp. 128-5-R1-1.	392423	ABHJ01000211	EDP73641.1	IPR011078	PF01168
A7TDC0	A7TDC0_NEMVE	Unreviewed	184	A7TDC0	Nematostella vectensis (Starlet sea anemone).	45351	DS477577	EDO25932.1	IPR000183	PF02784
Q2KAA1	Q2KAA1_RHIEC	Unreviewed	333	Q2KAA1	Rhizobium etli (strain CFN 42 / ATCC 51251).	347834	CP000133	ABC90235.1	IPR001608	PF01168
B3PUT2	B3PUT2_RHIE6	Unreviewed	333	B3PUT2	Rhizobium etli (strain CIAT 652).	491916	CP001074	ACE90481.1	IPR001608	PF01168
C0GJR1	C0GJR1_9FIRM	Unreviewed	188	C0GJR1	Dethiobacter alkaliphilus AHT 1.	555088	ACJM01000017	EEG76483.1	IPR011078	PF01168
A0Z089	A0Z089_LYNSP	Unreviewed	193	A0Z089	Lyngbya sp. PCC 8106.	313612	AAVU01000090	EAW33294.1	IPR011078	PF01168
Q1DBH6	Q1DBH6_MYXXD	Unreviewed	212	Q1DBH6	Myxococcus xanthus (strain DK 1622).	246197	CP000113	ABF89503.1	IPR011078	PF01168
C1WD36										
A9VCM1	A9VCM1_MONBE	Unreviewed	208	A9VCM1	Monosiga brevicollis (Choanoflagellate).	81824	CH991582	EDQ84709.1	IPR011078	PF01168
B7CCF7	B7CCF7_9FIRM	Unreviewed	205	B7CCF7	Eubacterium biforme DSM 3989.	518637	ABYT01000099	EEC89528.1	IPR011078	PF01168
A0RPA1	A0RPA1_CAMFF	Unreviewed	205	A0RPA1	Campylobacter fetus subsp. fetus (strain 82-40).	360106	CP000487	ABK82429.1	IPR011078	PF01168
Q7VDI5	Q7VDI5_PROMA	Unreviewed	207	Q7VDI5	Prochlorococcus marinus.	1219	AE017126	AAP99437.1	IPR011078	PF01168
Q4HTL7	Q4HTL7_CAMUP	Unreviewed	209	Q4HTL7	Campylobacter upsaliensis RM3195.	306264	AAFJ01000001	EAL53903.1	IPR011078	PF01168
A3YR04	A3YR04_CAMJE	Unreviewed	210	A3YR04	Campylobacter jejuni subsp. jejuni 260.94.	360108	AANK01000003	EAQ58711.1	IPR011078	PF01168
A8FLE8	A8FLE8_CAMJ8	Unreviewed	210	A8FLE8	11828).	407148	CP000814	ABV52285.1	IPR011078	PF01168
Q4HI30	Q4HI30_CAMCO	Unreviewed	210	Q4HI30	Campylobacter coli RM2228.	306254	AAFL01000001	EAL57517.1	IPR011078	PF01168
A3ZIB8	A3ZIB8_CAMJE	Unreviewed	210	A3ZIB8	Campylobacter jejuni subsp. jejuni 84-25.	360110	AANT02000002	EAQ94596.1	IPR011078	PF01168
A1VZ74	A1VZ74_CAMJJ	Unreviewed	210	A1VZ74	Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176).	354242	CP000538	EAQ72314.1	IPR011078	PF01168
A3YLF9	A3YLF9_CAMJE	Unreviewed	210	A3YLF9	Campylobacter jejuni subsp. jejuni CF93-6.	360111	AANJ01000004	EAQ56839.1	IPR011078	PF01168
B4UJ22	B4UJ22_ANASK	Unreviewed	223	B4UJ22	Anaeromyxobacter sp. (strain K).	447217	CP001131	ACG72583.1	IPR011078	PF01168
A7H4A7	A7H4A7_CAMJD	Unreviewed	210	A7H4A7	269.97).	360109	CP000768	ABS43994.1	IPR011078	PF01168
A7HA26	A7HA26_ANADF	Unreviewed	213	A7HA26	Anaeromyxobacter sp. (strain Fw109-5).	404589	CP000769	ABS25572.1	IPR011078	PF01168
Q9RUL6	Y1368_DEIRA	Reviewed	209	Q9RUL6	Deinococcus radiodurans.	1299	AE000513	AAF10940.1	IPR011078	PF01168
A5KHF3	A5KHF3_CAMJE	Unreviewed	210	A5KHF3	Campylobacter jejuni subsp. jejuni CG8486.	398000	AASY01000008	EDK22298.1	IPR011078	PF01168
A3ZD96	A3ZD96_CAMJE	Unreviewed	210	A3ZD96	Campylobacter jejuni subsp. jejuni HB93-13.	360112	AANQ01000002	EAQ60489.1	IPR011078	PF01168
B5QFD4	B5QFD4_CAMJE	Unreviewed	210	B5QFD4	Campylobacter jejuni subsp. jejuni CG8421.	478547	ABGQ01000001	EDZ33427.1	IPR011078	PF01168
Q0PAG0	Q0PAG0_CAMJE	Unreviewed	210	Q0PAG0	Campylobacter jejuni.	197	AL111168	CAL34856.1	IPR011078	PF01168
Q5HV62	Q5HV62_CAMJR	Unreviewed	210	Q5HV62	Campylobacter jejuni (strain RM1221).	195099	CP000025	AAW34604.1	IPR011078	PF01168
B8JH91	B8JH91_ANAD2	Unreviewed	223	B8JH91	Anaeromyxobacter dehalogenans (strain 2CP-1 / ATCC BAA-258).	455488	CP001359	ACL64793.1	IPR011078	PF01168
B0RIJ7	B0RIJ7_CLAMS	Unreviewed	213	B0RIJ7	9667).	31964	AM849034	CAQ01488.1	IPR011078	PF01168
B9P0E4	B9P0E4_PROMA	Unreviewed	210	B9P0E4	Prochlorococcus marinus str. MIT 9202.	93058	DS999537	EEE39440.1	IPR011078	PF01168
Q9EUP5	Q9EUP5_THETH	Unreviewed	211	Q9EUP5	Thermus thermophilus.	274	AJ297409	CAC21426.1	IPR011078	PF01168
Q72L68	Q72L68_THET2	Unreviewed	211	Q72L68	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039).	262724	AE017221	AAS80543.1	IPR011078	PF01168
Q1PLB4	Q1PLB4_PROMA	Unreviewed	211	Q1PLB4	uncultured Prochlorococcus marinus clone ASNC1092.	379363	DQ366711	ABE10751.1	IPR011078	PF01168
Q1PJW3	Q1PJW3_PROMA	Unreviewed	211	Q1PJW3	uncultured Prochlorococcus marinus clone HF10-88F10.	379378	DQ366726	ABE11267.1	IPR011078	PF01168
Q5SKT0	Q5SKT0_THET8	Unreviewed	211	Q5SKT0	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579).	300852	AP008226	BAD70386.1	IPR011078	PF01168
A8G3A6	A8G3A6_PROM2	Unreviewed	211	A8G3A6	Prochlorococcus marinus (strain MIT 9215).	93060	CP000825	ABV50087.1	IPR011078	PF01168
A3PBB2	A3PBB2_PROM0	Unreviewed	211	A3PBB2	Prochlorococcus marinus (strain MIT 9301).	167546	CP000576	ABO17037.1	IPR011078	PF01168
Q31CE4	Q31CE4_PROM9	Unreviewed	211	Q31CE4	Prochlorococcus marinus (strain MIT 9312).	74546	CP000111	ABB49451.1	IPR011078	PF01168
A7GYA6	A7GYA6_CAMC5	Unreviewed	211	A7GYA6	Campylobacter curvus (strain 525.92).	360105	CP000767	EAT99803.1	IPR011078	PF01168
Q1PKY4	Q1PKY4_PROMA	Unreviewed	211	Q1PKY4	uncultured Prochlorococcus marinus clone ASNC2259.	379367	DQ366715	ABE10885.1	IPR011078	PF01168
A2CBM3	A2CBM3_PROM3	Unreviewed	225	A2CBM3	Prochlorococcus marinus (strain MIT 9303).	59922	CP000554	ABM78883.1	IPR011078	PF01168
A5CXF3	A5CXF3_VESOH	Unreviewed	212	A5CXF3	Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA).	412965	AP009247	BAF61355.1	IPR011078	PF01168
Q7V8W7	Q7V8W7_PROMM	Unreviewed	225	Q7V8W7	Prochlorococcus marinus (strain MIT 9313).	74547	BX548175	CAE20381.1	IPR011078	PF01168
Q063U6	Q063U6_9SYNE	Unreviewed	220	Q063U6	Synechococcus sp. BL107.	313625	AATZ01000001	EAU72293.1	IPR011078	PF01168
C3RP72	C3RP72_9MOLU	Unreviewed	213	C3RP72	Mollicutes bacterium D7.	556270	EQ999889	EEO33589.1	IPR011078	PF01168
Q3AI16	Q3AI16_SYNSC	Unreviewed	220	Q3AI16	Synechococcus sp. (strain CC9605).	110662	CP000110	ABB35766.1	IPR011078	PF01168
B0N1X9	B0N1X9_9FIRM	Unreviewed	213	B0N1X9	Clostridium ramosum DSM 1402.	445974	ABFX02000003	EDS19739.1	IPR011078	PF01168
Q12X32	Q12X32_METBU	Unreviewed	216	Q12X32	Methanococcoides burtonii (strain DSM 6242).	259564	CP000300	ABE51994.1	IPR011078	PF01168
A3Z0Q3	A3Z0Q3_9SYNE	Unreviewed	215	A3Z0Q3	Synechococcus sp. WH 5701.	69042	AANO01000009	EAQ74210.1	IPR011078	PF01168
A8LJW5	A8LJW5_DINSH	Unreviewed	218	A8LJW5	Dinoroseobacter shibae (strain DFL 12).	398580	CP000830	ABV91791.1	IPR011078	PF01168
Q8TTE4	Q8TTE4_METAC	Unreviewed	216	Q8TTE4	Methanosarcina acetivorans.	2214	AE010299	AAM03937.1	IPR011078	PF01168
A3V2S9	A3V2S9_9RHOB	Unreviewed	217	A3V2S9	Loktanella vestfoldensis SKA53.	314232	AAMS01000002	EAQ07660.1	IPR011078	PF01168
C0BJV6	C0BJV6_9BACT	Unreviewed	216	C0BJV6	Flavobacteria bacterium MS024-2A.	487796	ABVV01000006	EEG40965.1	IPR011078	PF01168
B6B6Y0	B6B6Y0_9RHOB	Unreviewed	216	B6B6Y0	Rhodobacterales bacterium Y4I.	439496	DS995281	EDZ47201.1	IPR011078	PF01168
Q28VD1	Q28VD1_JANSC	Unreviewed	217	Q28VD1	Jannaschia sp. (strain CCS1).	290400	CP000264	ABD53331.1	IPR011078	PF01168
Q0FHY9	Q0FHY9_9RHOB	Unreviewed	217	Q0FHY9	Roseovarius sp. HTCC2601.	314265	AATQ01000065	EAU43814.1	IPR011078	PF01168
B2TGI6	B2TGI6_BURPP	Unreviewed	355	B2TGI6	Burkholderia phytofirmans (strain DSM 17436 / PsJN).	398527	CP001053	ACD20158.1	IPR001608	PF01168
A9HIP7	A9HIP7_9RHOB	Unreviewed	218	A9HIP7	Roseobacter litoralis Och 149.	391595	ABIG01000008	EDQ16647.1	IPR011078	PF01168
Q16E09	Q16E09_ROSDO	Unreviewed	218	Q16E09	sp. (strain OCh 114)) (Roseobacter denitrificans).	375451	CP000362	ABG29784.1	IPR011078	PF01168
Q6MQK0	Q6MQK0_BDEBA	Unreviewed	219	Q6MQK0	Bdellovibrio bacteriovorus.	959	BX842647	CAE78447.1	IPR011078	PF01168
B2V4U9	B2V4U9_CLOBA	Unreviewed	224	B2V4U9	Clostridium botulinum (strain Alaska E43 / Type E3).	508767	CP001078	ACD51948.1	IPR011078	PF01168
A6LTT2	A6LTT2_CLOB8	Unreviewed	226	A6LTT2	acetobutylicum).	290402	CP000721	ABR33762.1	IPR011078	PF01168
Q0SRX0	Q0SRX0_CLOPS	Unreviewed	219	Q0SRX0	Clostridium perfringens (strain SM101 / Type A).	289380	CP000312	ABG86689.1	IPR011078	PF01168
C3INE6	C3INE6_BACTU	Unreviewed	217	C3INE6	Bacillus thuringiensis IBL 4222.	527020	ACNL01000131	EEN01656.1	IPR011078	PF01168
A0LZ47	A0LZ47_GRAFK	Unreviewed	219	A0LZ47	Gramella forsetii (strain KT0803).	411154	CU207366	CAL65642.1	IPR011078	PF01168
B1BT55	B1BT55_CLOPE	Unreviewed	219	B1BT55	Clostridium perfringens E str. JGS1987.	451755	ABDW01000013	EDT15109.1	IPR011078	PF01168
B1QW48	B1QW48_CLOBU	Unreviewed	221	B1QW48	Clostridium butyricum 5521.	447214	ABDT01000057	EDT75669.1	IPR011078	PF01168
B1V4Z3	B1V4Z3_CLOPE	Unreviewed	219	B1V4Z3	Clostridium perfringens D str. JGS1721.	488537	ABOO01000029	EDT71098.1	IPR011078	PF01168
B1RKF1	B1RKF1_CLOPE	Unreviewed	219	B1RKF1	Clostridium perfringens CPE str. F4969.	451756	ABDX01000045	EDT25564.1	IPR011078	PF01168
C4IL46	C4IL46_CLOBU	Unreviewed	221	C4IL46	Clostridium butyricum E4 str. BoNT E BL5262.	632245	ACOM01000005	EEP53250.1	IPR011078	PF01168
B1RKZ7	B1RKZ7_CLOPE	Unreviewed	219	B1RKZ7	Clostridium perfringens NCTC 8239.	451757	ABDY01000001	EDT79892.1	IPR011078	PF01168
Q97H92	Q97H92_CLOAB	Unreviewed	221	Q97H92	Clostridium acetobutylicum.	1488	AE001437	AAK80079.1	IPR011078	PF01168
C1I648	C1I648_9CLOT	Unreviewed	225	C1I648	Clostridium sp. 7_2_43FAA.	457396	EQ999773	EEH97649.1	IPR011078	PF01168
B1R8V6	B1R8V6_CLOPE	Unreviewed	219	B1R8V6	Clostridium perfringens B str. ATCC 3626.	451754	ABDV01000019	EDT23336.1	IPR011078	PF01168
Q0TPA3	Q0TPA3_CLOP1	Unreviewed	219	Q0TPA3	Clostridium perfringens (strain ATCC 13124 / NCTC 8237 / Type A).	195103	CP000246	ABG82474.1	IPR011078	PF01168
A9E4Q3	A9E4Q3_9FLAO	Unreviewed	222	A9E4Q3	Kordia algicida OT-1.	391587	ABIB01000010	EDP95113.1	IPR011078	PF01168
B1BJ06	B1BJ06_CLOPE	Unreviewed	219	B1BJ06	Clostridium perfringens C str. JGS1495.	445334	ABDU01000042	EDS80420.1	IPR011078	PF01168
C3DNV9	C3DNV9_BACTS	Unreviewed	217	C3DNV9	Bacillus thuringiensis serovar sotto str. T04001.	527026	ACNB01000122	EEM40511.1	IPR011078	PF01168
Q8XJA7	Q8XJA7_CLOPE	Unreviewed	219	Q8XJA7	Clostridium perfringens.	1502	BA000016	BAB81560.1	IPR011078	PF01168
A8BFV8	A8BFV8_GIALA	Unreviewed	230	A8BFV8	Giardia lamblia ATCC 50803.	184922	AACB02000015	EDO79675.1	IPR011078	PF01168
C4L5V0	C4L5V0_EXISA	Unreviewed	217	C4L5V0	Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b).	360911	CP001615	ACQ71756.1	IPR011078	PF01168
B4C0H1										
Q1VV49	Q1VV49_9FLAO	Unreviewed	218	Q1VV49	Psychroflexus torquis ATCC 700755.	313595	AAPR01000008	EAS71640.1	IPR011078	PF01168
B0JHK2	B0JHK2_MICAN	Unreviewed	219	B0JHK2	Microcystis aeruginosa (strain NIES-843).	449447	AP009552	BAG05414.1	IPR011078	PF01168
B7JW55	B7JW55_CYAP8	Unreviewed	224	B7JW55	RF-1)).	41431	CP001287	ACK65744.1	IPR011078	PF01168
B4AV70	B4AV70_9CHRO	Unreviewed	218	B4AV70	Cyanothece sp. PCC 7822.	497965	ABVE01000001	EDX98581.1	IPR011078	PF01168
B5ELS2	B5ELS2_ACIF5	Unreviewed	222	B5ELS2	ferrooxidans (ATCC 53993)).	380394	CP001132	ACH82694.1	IPR011078	PF01168
Q4C896	Q4C896_CROWT	Unreviewed	218	Q4C896	Crocosphaera watsonii WH 8501.	165597	AADV02000002	EAM52375.1	IPR011078	PF01168
B7J407	B7J407_ACIF2	Unreviewed	222	B7J407	8455) (Ferrobacillus ferrooxidans (strain ATCC 23270)).	243159	CP001219	ACK78525.1	IPR011078	PF01168
B7KEI8	B7KEI8_CYAP7	Unreviewed	219	B7KEI8	29155)).	65393	CP001291	ACK69013.1	IPR011078	PF01168
B0MT53	B0MT53_9BACT	Unreviewed	221	B0MT53	Alistipes putredinis DSM 17216.	445970	ABFK02000016	EDS04503.1	IPR011078	PF01168
B1WTE1	B1WTE1_CYAA5	Unreviewed	218	B1WTE1	Cyanothece sp. (strain ATCC 51142).	43989	CP000806	ACB52063.1	IPR011078	PF01168
A8YC66	A8YC66_MICAE	Unreviewed	219	A8YC66	Microcystis aeruginosa PCC 7806.	267872	AM778911	CAO89103.1	IPR011078	PF01168
